Date,Shift,Units_Produced,Defects,Defect_Rate,Downtime_Minutes,Efficiency,Energy_Used,Labor_Hours
2024-09-09,Evening,1093,29,0.0265,68,0.964,537,187
2024-09-09,Night,1115,34,0.0305,35,0.935,571,171
2024-09-10,Morning,1128,29,0.0257,15,0.764,560,181
2024-09-10,Evening,875,32,0.0366,99,0.78,528,191
2024-09-10,Night,944,23,0.0244,68,0.926,748,179
2024-09-11,Morning,844,17,0.0201,67,0.854,754,157
2024-09-11,Evening,877,25,0.0285,102,0.898,753,189
2024-09-11,Night,934,40,0.0428,18,0.761,705,199
2024-09-12,Morning,934,27,0.0289,65,0.934,654,186
2024-09-12,Evening,1066,47,0.0441,12,0.87,693,151
2024-09-12,Night,979,20,0.0204,20,0.774,530,151
2024-09-13,Morning,1101,30,0.0272,99,0.805,694,184
2024-09-13,Evening,903,10,0.0111,66,0.777,503,200
2024-09-13,Night,870,15,0.0172,74,0.831,625,185
2024-09-14,Morning,985,43,0.0437,93,0.936,737,181
2024-09-14,Evening,920,21,0.0228,74,0.86,574,200
2024-09-14,Night,896,30,0.0335,66,0.876,596,193
2024-09-15,Morning,1109,16,0.0144,87,0.927,746,198
2024-09-15,Evening,1153,46,0.0399,24,0.909,524,188
2024-09-15,Night,1001,17,0.017,115,0.801,548,190
2024-09-16,Morning,872,38,0.0436,118,0.842,600,171
2024-09-16,Evening,996,28,0.0281,52,0.955,676,179
2024-09-16,Night,809,13,0.0161,89,0.923,708,180
2024-09-17,Morning,1100,13,0.0118,41,0.878,798,191
2024-09-17,Evening,1063,51,0.048,58,0.906,609,151
2024-09-17,Night,1002,46,0.0459,7,0.777,673,158
2024-09-18,Morning,818,27,0.033,36,0.867,604,152
2024-09-18,Evening,1003,20,0.0199,28,0.859,757,200
2024-09-18,Night,1163,34,0.0292,88,0.824,650,153
2024-09-19,Morning,861,41,0.0476,44,0.818,606,173
2024-09-19,Evening,945,36,0.0381,86,0.911,517,200
2024-09-19,Night,875,39,0.0446,55,0.911,706,172
2024-09-20,Morning,932,15,0.0161,68,0.866,511,194
2024-09-20,Evening,1161,13,0.0112,79,0.799,699,164
2024-09-20,Night,991,15,0.0151,0,0.883,774,161
2024-09-21,Morning,981,41,0.0418,34,0.925,718,184
2024-09-21,Evening,821,27,0.0329,15,0.887,786,161
2024-09-21,Night,965,17,0.0176,91,0.859,658,150
2024-09-22,Morning,1185,27,0.0228,14,0.905,741,189
2024-09-22,Evening,833,14,0.0168,14,0.839,551,159
2024-09-22,Night,1051,31,0.0295,42,0.946,506,160
2024-09-23,Morning,1184,49,0.0414,92,0.848,759,197
2024-09-23,Evening,987,25,0.0253,72,0.885,736,178
2024-09-23,Night,864,13,0.015,11,0.932,616,182
2024-09-24,Morning,814,33,0.0405,93,0.959,779,163
2024-09-24,Evening,870,37,0.0425,52,0.939,720,191
2024-09-24,Night,805,39,0.0484,19,0.815,783,186
2024-09-25,Morning,1089,22,0.0202,51,0.891,758,189
2024-09-25,Evening,938,21,0.0224,107,0.922,734,190
2024-09-25,Night,1051,41,0.039,117,0.903,719,162
2024-09-26,Morning,825,39,0.0473,4,0.778,689,185
2024-09-26,Evening,814,25,0.0307,57,0.972,777,153
2024-09-26,Night,954,31,0.0325,3,0.961,735,153
2024-09-27,Morning,986,34,0.0345,20,0.922,569,165
2024-09-27,Evening,897,18,0.0201,74,0.848,602,181
2024-09-27,Night,1180,40,0.0339,56,0.811,799,195
2024-09-28,Morning,909,33,0.0363,60,0.774,557,182
2024-09-28,Evening,855,28,0.0327,34,0.968,561,178
2024-09-28,Night,1119,54,0.0483,9,0.846,533,184
2024-09-29,Morning,995,32,0.0322,70,0.773,610,187
2024-09-29,Evening,909,9,0.0099,45,0.873,741,172
2024-09-29,Night,868,20,0.023,7,0.793,698,174
2024-09-30,Morning,1054,14,0.0133,0,0.868,628,169
2024-09-30,Evening,1109,34,0.0307,110,0.912,518,151
2024-09-30,Night,840,35,0.0417,30,0.889,631,168
2024-10-01,Morning,834,25,0.03,4,0.908,769,159
2024-10-01,Evening,1118,35,0.0313,92,0.944,609,150
2024-10-01,Night,804,39,0.0485,66,0.817,722,163
2024-10-02,Morning,1095,35,0.032,99,0.854,675,200
2024-10-02,Evening,1140,44,0.0386,106,0.809,659,199
2024-10-02,Night,980,39,0.0398,23,0.974,594,179
2024-10-03,Morning,865,9,0.0104,11,0.788,661,189
2024-10-03,Evening,1144,35,0.0306,47,0.936,629,169
2024-10-03,Night,871,21,0.0241,57,0.961,672,154
2024-10-04,Morning,1104,15,0.0136,95,0.899,663,160
2024-10-04,Evening,807,16,0.0198,41,0.755,665,195
2024-10-04,Night,1053,38,0.0361,87,0.785,603,173
2024-10-05,Morning,1113,18,0.0162,18,0.792,776,194
2024-10-05,Evening,1018,48,0.0472,19,0.961,684,157
2024-10-05,Night,1176,34,0.0289,99,0.971,523,165
2024-10-06,Morning,891,12,0.0135,102,0.768,689,200
2024-10-06,Evening,864,26,0.0301,56,0.97,721,185
2024-10-06,Night,1006,29,0.0288,75,0.798,597,182
2024-10-07,Morning,843,40,0.0474,23,0.757,635,155
2024-10-07,Evening,827,35,0.0423,50,0.923,595,179
2024-10-07,Night,827,37,0.0447,38,0.974,709,196
2024-10-08,Morning,1186,35,0.0295,115,0.873,599,185
2024-10-08,Evening,1009,30,0.0297,92,0.751,524,180
2024-10-08,Night,846,11,0.013,110,0.813,518,184
2024-10-09,Morning,817,15,0.0184,11,0.944,748,179
2024-10-09,Evening,1072,42,0.0392,49,0.79,663,169
2024-10-09,Night,961,31,0.0323,41,0.882,671,173
2024-10-10,Morning,1147,20,0.0174,65,0.884,578,174
2024-10-10,Evening,957,32,0.0334,97,0.964,795,166
2024-10-10,Night,1128,37,0.0328,0,0.854,611,167
2024-10-11,Morning,1078,46,0.0427,45,0.864,529,187
2024-10-11,Evening,872,32,0.0367,102,0.823,558,189
2024-10-11,Night,1059,30,0.0283,22,0.858,690,159
2024-10-12,Morning,1056,34,0.0322,87,0.843,545,161
2024-10-12,Evening,923,15,0.0163,30,0.903,775,161
2024-10-12,Night,1081,31,0.0287,23,0.89,554,160
2024-10-13,Morning,973,46,0.0473,9,0.98,603,167
2024-10-13,Evening,862,38,0.0441,55,0.959,570,152
2024-10-13,Night,962,22,0.0229,67,0.875,641,187
2024-10-14,Morning,867,16,0.0185,117,0.779,715,190
2024-10-14,Evening,985,40,0.0406,24,0.759,660,162
2024-10-14,Night,1046,23,0.022,87,0.889,527,163
2024-10-15,Morning,1050,17,0.0162,54,0.771,570,166
2024-10-15,Evening,1047,12,0.0115,8,0.961,548,181
2024-10-15,Night,1027,45,0.0438,115,0.882,569,172
2024-10-16,Morning,893,43,0.0482,43,0.914,609,181
2024-10-16,Evening,1063,31,0.0292,108,0.871,554,200
2024-10-16,Night,847,12,0.0142,65,0.915,550,189
2024-10-17,Morning,1106,31,0.028,25,0.811,655,198
2024-10-17,Evening,1115,33,0.0296,33,0.867,678,161
2024-10-17,Night,1091,41,0.0376,5,0.831,777,186
2024-10-18,Morning,958,42,0.0438,92,0.77,600,194
2024-10-18,Evening,868,41,0.0472,42,0.794,754,172
2024-10-18,Night,802,28,0.0349,77,0.972,544,178
2024-10-19,Morning,854,14,0.0164,74,0.761,745,195
2024-10-19,Evening,1057,32,0.0303,71,0.967,544,176
2024-10-19,Night,1038,22,0.0212,83,0.888,553,190
2024-10-20,Morning,1122,45,0.0401,90,0.832,590,172
2024-10-20,Evening,816,16,0.0196,79,0.837,526,188
2024-10-20,Night,1002,16,0.016,65,0.767,710,169
2024-10-21,Morning,971,46,0.0474,120,0.799,631,179
2024-10-21,Evening,864,20,0.0231,77,0.801,682,185
2024-10-21,Night,911,38,0.0417,81,0.949,786,198
2024-10-22,Morning,959,36,0.0375,88,0.901,640,178
2024-10-22,Evening,821,14,0.0171,116,0.895,757,174
2024-10-22,Night,998,40,0.0401,23,0.814,571,168
2024-10-23,Morning,811,15,0.0185,42,0.933,688,196
2024-10-23,Evening,1005,49,0.0488,90,0.961,611,188
2024-10-23,Night,1088,33,0.0303,32,0.828,524,189
2024-10-24,Morning,822,19,0.0231,83,0.883,537,171
2024-10-24,Evening,969,13,0.0134,5,0.882,639,193
2024-10-24,Night,1082,21,0.0194,8,0.829,580,197
2024-10-25,Morning,910,10,0.011,42,0.977,502,169
2024-10-25,Evening,1070,20,0.0187,101,0.974,767,156
2024-10-25,Night,1134,56,0.0494,104,0.838,595,168
2024-10-26,Morning,1117,47,0.0421,70,0.766,533,157
2024-10-26,Evening,870,36,0.0414,36,0.872,619,152
2024-10-26,Night,1074,40,0.0372,0,0.786,778,157
2024-10-27,Morning,983,19,0.0193,92,0.927,720,190
2024-10-27,Evening,853,31,0.0363,61,0.87,676,173
2024-10-27,Night,1055,31,0.0294,63,0.812,580,152
2024-10-28,Morning,1072,46,0.0429,27,0.816,747,194
2024-10-28,Evening,970,11,0.0113,113,0.904,725,186
2024-10-28,Night,1113,13,0.0117,90,0.788,695,178
2024-10-29,Morning,943,37,0.0392,85,0.932,515,182
2024-10-29,Evening,953,29,0.0304,34,0.787,516,192
2024-10-29,Night,973,17,0.0175,114,0.866,647,156
2024-10-30,Morning,1185,26,0.0219,20,0.754,672,182
2024-10-30,Evening,841,32,0.038,107,0.836,650,177
2024-10-30,Night,857,18,0.021,40,0.904,716,158
2024-10-31,Morning,870,15,0.0172,113,0.823,667,192
2024-10-31,Evening,914,19,0.0208,100,0.794,775,167
2024-10-31,Night,1160,37,0.0319,80,0.854,705,177
2024-11-01,Morning,973,25,0.0257,72,0.877,521,190
2024-11-01,Evening,896,33,0.0368,48,0.817,560,192
2024-11-01,Night,988,15,0.0152,58,0.843,712,162
2024-11-02,Morning,1044,24,0.023,107,0.873,653,170
2024-11-02,Evening,1000,47,0.047,43,0.933,796,160
2024-11-02,Night,1165,20,0.0172,22,0.95,725,195
2024-11-03,Morning,1043,26,0.0249,25,0.871,532,178
2024-11-03,Evening,867,35,0.0404,63,0.904,569,176
2024-11-03,Night,1194,23,0.0193,88,0.838,708,159
2024-11-04,Morning,810,22,0.0272,47,0.812,716,164
2024-11-04,Evening,980,10,0.0102,6,0.846,707,153
2024-11-04,Night,1140,18,0.0158,37,0.911,555,180
2024-11-05,Morning,960,10,0.0104,88,0.862,612,156
2024-11-05,Evening,853,41,0.0481,24,0.8,540,155
2024-11-05,Night,1008,34,0.0337,85,0.779,571,155
2024-11-06,Morning,932,26,0.0279,14,0.942,568,172
2024-11-06,Evening,823,19,0.0231,62,0.8,800,186
2024-11-06,Night,1016,30,0.0295,97,0.968,747,182
2024-11-07,Morning,991,11,0.0111,119,0.79,516,186
2024-11-07,Evening,872,28,0.0321,105,0.84,615,161
2024-11-07,Night,1081,20,0.0185,105,0.824,524,188
2024-11-08,Morning,928,28,0.0302,89,0.888,559,175
2024-11-08,Evening,1083,19,0.0175,51,0.803,650,186
2024-11-08,Night,1104,54,0.0489,34,0.759,636,163
2024-11-09,Morning,1107,33,0.0298,37,0.776,725,150
2024-11-09,Evening,845,32,0.0379,86,0.835,582,187
2024-11-09,Night,1009,49,0.0486,10,0.836,663,186
2024-11-10,Morning,956,46,0.0481,30,0.898,695,176
2024-11-10,Evening,1106,51,0.0461,61,0.824,560,156
2024-11-10,Night,835,25,0.0299,102,0.962,800,151
2024-11-11,Morning,1077,46,0.0427,19,0.822,755,187
2024-11-11,Evening,936,24,0.0256,66,0.868,561,169
2024-11-11,Night,1167,19,0.0163,12,0.786,569,187
2024-11-12,Morning,1056,48,0.0455,8,0.82,787,193
2024-11-12,Evening,1176,16,0.0136,18,0.773,745,186
2024-11-12,Night,1145,12,0.0105,11,0.751,657,155
2024-11-13,Morning,979,28,0.0286,113,0.908,663,169
2024-11-13,Evening,997,21,0.0211,74,0.899,761,153
2024-11-13,Night,1008,49,0.0486,101,0.878,606,180
2024-11-14,Morning,988,25,0.0253,31,0.846,673,150
2024-11-14,Evening,946,44,0.0465,36,0.759,601,150
2024-11-14,Night,1152,20,0.0174,11,0.918,647,193
2024-11-15,Morning,997,30,0.0301,39,0.955,556,191
2024-11-15,Evening,884,34,0.0385,42,0.808,607,200
2024-11-15,Night,865,41,0.0474,114,0.883,517,178
2024-11-16,Morning,820,28,0.0341,89,0.946,652,151
2024-11-16,Evening,1177,38,0.0323,109,0.893,657,168
2024-11-16,Night,1176,16,0.0136,81,0.832,726,169
2024-11-17,Morning,844,40,0.0474,56,0.753,703,158
2024-11-17,Evening,864,18,0.0208,116,0.778,523,200
2024-11-17,Night,895,34,0.038,3,0.899,660,186
2024-11-18,Morning,1001,37,0.037,108,0.891,581,159
2024-11-18,Evening,1090,44,0.0404,61,0.944,743,152
2024-11-18,Night,976,31,0.0318,60,0.863,709,151
2024-11-19,Morning,937,11,0.0117,43,0.751,544,168
2024-11-19,Evening,1058,18,0.017,99,0.852,639,171
2024-11-19,Night,1082,32,0.0296,6,0.811,527,176
2024-11-20,Morning,906,33,0.0364,49,0.956,708,157
2024-11-20,Evening,1183,56,0.0473,111,0.853,561,188
2024-11-20,Night,846,12,0.0142,75,0.907,585,159
2024-11-21,Morning,899,34,0.0378,6,0.884,703,163
2024-11-21,Evening,1006,48,0.0477,61,0.826,714,197
2024-11-21,Night,937,18,0.0192,45,0.893,733,190
2024-11-22,Morning,1186,32,0.027,83,0.958,743,169
2024-11-22,Evening,1157,50,0.0432,87,0.943,656,171
2024-11-22,Night,1029,23,0.0224,114,0.813,691,183
2024-11-23,Morning,997,35,0.0351,101,0.811,556,157
2024-11-23,Evening,958,12,0.0125,51,0.823,694,158
2024-11-23,Night,1128,46,0.0408,11,0.938,544,162
2024-11-24,Morning,842,25,0.0297,40,0.891,592,181
2024-11-24,Evening,883,23,0.026,117,0.918,522,180
2024-11-24,Night,989,11,0.0111,69,0.833,790,190
2024-11-25,Morning,845,29,0.0343,15,0.856,772,151
2024-11-25,Evening,837,15,0.0179,80,0.934,759,165
2024-11-25,Night,1074,22,0.0205,57,0.952,777,159
2024-11-26,Morning,1149,51,0.0444,23,0.871,632,173
2024-11-26,Evening,1032,25,0.0242,5,0.821,639,163
2024-11-26,Night,915,43,0.047,8,0.927,703,158
2024-11-27,Morning,1056,14,0.0133,52,0.955,504,176
2024-11-27,Evening,1036,46,0.0444,22,0.768,673,181
2024-11-27,Night,830,10,0.012,107,0.9,751,187
2024-11-28,Morning,1186,28,0.0236,58,0.763,719,160
2024-11-28,Evening,803,34,0.0423,34,0.786,789,173
2024-11-28,Night,839,27,0.0322,81,0.802,773,162
2024-11-29,Morning,906,17,0.0188,71,0.759,739,189
2024-11-29,Evening,1017,19,0.0187,19,0.977,664,186
2024-11-29,Night,1173,18,0.0153,94,0.866,632,199
2024-11-30,Morning,1091,44,0.0403,91,0.92,610,151
2024-11-30,Evening,948,15,0.0158,101,0.911,621,172
2024-11-30,Night,981,35,0.0357,93,0.809,727,170
2024-12-01,Morning,858,9,0.0105,65,0.872,625,188
2024-12-01,Evening,803,35,0.0436,52,0.854,662,174
2024-12-01,Night,1051,40,0.0381,116,0.806,759,158
2024-12-02,Morning,1063,37,0.0348,57,0.812,561,193
2024-12-02,Evening,1086,21,0.0193,47,0.795,797,199
2024-12-02,Night,1080,22,0.0204,71,0.839,569,164
2024-12-03,Morning,869,15,0.0173,117,0.764,741,174
2024-12-03,Evening,834,34,0.0408,58,0.87,787,197
2024-12-03,Night,917,10,0.0109,43,0.964,641,156
2024-12-04,Morning,1127,28,0.0248,79,0.784,580,193
2024-12-04,Evening,1008,38,0.0377,10,0.881,616,195
2024-12-04,Night,852,25,0.0293,11,0.896,527,170
2024-12-05,Morning,993,31,0.0312,65,0.874,758,176
2024-12-05,Evening,848,39,0.046,6,0.966,642,195
2024-12-05,Night,998,25,0.0251,76,0.775,744,162
2024-12-06,Morning,925,36,0.0389,13,0.835,635,167
2024-12-06,Evening,949,11,0.0116,99,0.779,534,186
2024-12-06,Night,1002,17,0.017,86,0.853,566,176
2024-12-07,Morning,927,11,0.0119,58,0.816,680,182
2024-12-07,Evening,968,14,0.0145,89,0.882,772,152
2024-12-07,Night,915,34,0.0372,1,0.879,584,168
2024-12-08,Morning,1117,17,0.0152,114,0.85,651,183
2024-12-08,Evening,956,16,0.0167,13,0.775,629,198
2024-12-08,Night,1191,37,0.0311,67,0.948,627,189
2024-12-09,Morning,801,30,0.0375,1,0.786,785,173
2024-12-09,Evening,1046,30,0.0287,105,0.933,605,195
2024-12-09,Night,805,13,0.0161,96,0.885,556,159
2024-12-10,Morning,1183,41,0.0347,27,0.776,654,168
2024-12-10,Evening,813,26,0.032,52,0.924,591,189
2024-12-10,Night,1103,11,0.01,18,0.882,568,184
2024-12-11,Morning,949,45,0.0474,103,0.96,718,173
2024-12-11,Evening,1083,16,0.0148,106,0.845,552,175
2024-12-11,Night,1116,20,0.0179,83,0.762,659,188
2024-12-12,Morning,1014,29,0.0286,22,0.762,698,178
2024-12-12,Evening,1179,57,0.0483,63,0.762,542,152
2024-12-12,Night,1136,35,0.0308,115,0.81,699,175
2024-12-13,Morning,998,23,0.023,86,0.76,617,175
2024-12-13,Evening,1000,44,0.044,98,0.958,798,152
2024-12-13,Night,1001,22,0.022,15,0.973,522,165
2024-12-14,Morning,825,30,0.0364,92,0.887,674,160
2024-12-14,Evening,931,29,0.0311,91,0.75,722,156
2024-12-14,Night,991,14,0.0141,117,0.759,500,151
2024-12-15,Morning,1078,45,0.0417,46,0.778,582,159
2024-12-15,Evening,878,25,0.0285,104,0.855,604,156
2024-12-15,Night,965,47,0.0487,95,0.831,687,192
2024-12-16,Morning,1031,51,0.0495,13,0.943,785,181
2024-12-16,Evening,1103,22,0.0199,87,0.977,562,193
2024-12-16,Night,937,33,0.0352,35,0.777,669,156
2024-12-17,Morning,884,37,0.0419,80,0.926,767,163
2024-12-17,Evening,1028,16,0.0156,100,0.889,510,195
2024-12-17,Night,910,19,0.0209,118,0.815,600,200
2024-12-18,Morning,1051,47,0.0447,7,0.807,555,154
2024-12-18,Evening,826,11,0.0133,73,0.913,502,157
2024-12-18,Night,967,21,0.0217,32,0.892,732,181
2024-12-19,Morning,805,25,0.0311,30,0.781,753,193
2024-12-19,Evening,931,36,0.0387,13,0.88,515,172
2024-12-19,Night,1097,27,0.0246,17,0.904,719,156
2024-12-20,Morning,950,44,0.0463,80,0.97,769,157
2024-12-20,Evening,1041,30,0.0288,114,0.766,766,187
2024-12-20,Night,1047,49,0.0468,94,0.79,542,163
2024-12-21,Morning,862,25,0.029,31,0.868,765,191
2024-12-21,Evening,1067,19,0.0178,90,0.938,654,161
2024-12-21,Night,805,13,0.0161,103,0.875,705,198
2024-12-22,Morning,1034,47,0.0455,64,0.881,525,191
2024-12-22,Evening,1098,22,0.02,20,0.818,613,179
2024-12-22,Night,916,24,0.0262,22,0.782,658,150
2024-12-23,Morning,848,27,0.0318,117,0.896,710,168
2024-12-23,Evening,852,23,0.027,73,0.96,561,155
2024-12-23,Night,813,14,0.0172,3,0.878,585,166
2024-12-24,Morning,837,40,0.0478,75,0.934,797,197
2024-12-24,Evening,951,23,0.0242,108,0.81,521,179
2024-12-24,Night,911,41,0.045,0,0.823,790,169
2024-12-25,Morning,1141,37,0.0324,85,0.939,568,189
2024-12-25,Evening,1050,52,0.0495,94,0.964,697,188
2024-12-25,Night,953,47,0.0493,80,0.8,544,182
2024-12-26,Morning,1084,43,0.0397,39,0.888,573,181
2024-12-26,Evening,970,18,0.0186,102,0.961,577,198
2024-12-26,Night,1170,41,0.035,79,0.855,610,158
2024-12-27,Morning,1086,26,0.0239,70,0.964,774,194
2024-12-27,Evening,1092,47,0.043,39,0.831,553,160
2024-12-27,Night,853,31,0.0363,98,0.781,522,186
2024-12-28,Morning,1184,45,0.038,109,0.901,522,199
2024-12-28,Evening,1022,41,0.0401,108,0.819,596,184
2024-12-28,Night,916,17,0.0186,11,0.901,681,151
2024-12-29,Morning,831,19,0.0229,79,0.883,622,156
2024-12-29,Evening,1200,38,0.0317,38,0.928,598,151
2024-12-29,Night,910,41,0.0451,57,0.751,586,181
2024-12-30,Morning,1197,21,0.0175,110,0.904,797,157
2024-12-30,Evening,977,15,0.0154,59,0.903,567,192
2024-12-30,Night,1089,13,0.0119,119,0.954,589,185
2024-12-31,Morning,1156,41,0.0355,64,0.837,621,179
2024-12-31,Evening,1180,20,0.0169,49,0.831,559,179
2024-12-31,Night,1065,43,0.0404,31,0.788,629,168
